id,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF31,OF33,OF34,OF37,OF38,F1,F2,F3_a,F3_b,F3_c,F3_d,F3_e,F3_f,F3_g,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F62,F63,F64,F65,F66b,F67,F68,S1,S2,S4,S5,WS,WS_Benefit,SFST,SFST_Benefit,SR,SR_Benefit,PR,PR_Benefit,NR,NR_Benefit,Provincial_Class,Federal_Class,Regime,Vegetation_Type,Vegetation_Cover,Woody_Canopy_Cover,Moss_Cover,Phragmites,Soil_Type,Surface_Water_Present,Saturation_Depth,Living_Moss_Depth,Organic_Depth,Hydrogeomorphic_Class
310,2,6,7,2,3,1,4,1,3,5,5,5,6,1,3,0.28,0,4,4,3,1,3,3,6,1824,2,6,0,0.222222222,0.228571429,0,2,1,0,1,0,3,0,0,4,2,2,224,1,2,1,1,1,1,1,5,1,1,1,1,1,3,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,5,0,0,5,6,4,1,3,6,1,7,0,0,0,63.5,0.25,1,0,0,0.208333334,0,2,0,0,0,2,0,2,0,2,0,4,8,0,3,2,0,4,0,2,0,2,4.7,250,5
312,4,4,7,2,2,1,5,1,2,6,3,5,5,4,2,0.322,0,4,4,1,1,2,2,4,1991,2,6,0,0.277777778,0.238095238,0,4,4,2,1,1,0,2,0,0,5,0,112,1,4,2,4,1,1,3,2,2,1,1,1,1,2,3,3,4,2,4,2,2,2,3,1,3,4,5,2,1,0,0,2,1,0,1,2,2,0,1,3,1,5,0,0,5,1,4,1,1,6,1,7,0,2,0,65.75,0.125,1,0,0,0.416666667,0,0,1,2,2,1,1,1,2,1,1,2,3,0,1,1,0,0,0,2,3,2,1,44,9
31,1,5,7,1,3,0,4,5,3,3,7,6,6,3,4,0.56,0,4,4,1,1,3,3,4,1345,2,6,0,0.333333333,0.247619048,0,2,3,0,3,0,2,2,1,2,2,1,202,3,2,3,1,2,1,2,1,3,2,2,3,1,3,1,4,2,2,3,2,2,2,2,1,4,3,5,1,1,0,0,3,1,0,1,2,4,0,2,3,1,5,0,0,0,1,4,1,0,6,1,7,0,0,6.4,68,0,1,0,0,0.347222223,0,0,0,2,2,1,1,1,2,1,1,3,0,0,2,0,2,1,0,1,0,1,0,16.7,1
342,4,5,7,1,3,0,4,4,3,3,3,5,3,5,4,0.34,0,4,4,2,1,2,0,4,2011,0,6,0,0.388888889,0.257142857,0,4,4,0,0,0,0,0,0,0,6,0,0,4,5,2,1,1,1,1,1,2,2,4,2,3,1,5,3,3,2,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,3,1,5,0,0,1,5,4,1,1,6,1,7,0,0,6.38,125,0,1,0,0,0.277777778,0,1,0,1,1,0,0,0,0,1,0,2,4,1,1,0,0,1,0,1,4,2,0,4,4
349,3,3,4,7,1,3,3,4,3,6,7,3,5,2,4,0.3008,0,4,4,3,1,2,1,4,1936,2,6,0,0.444444444,0.266666667,0,3,4,3,1,0,0,2,0,2,5,1,192,4,4,1,2,1,1,2,1,1,2,2,2,2,3,4,3,3,4,1,2,2,3,4,1,5,4,1,1,1,0,1,3,1,1,1,1,1,0,1,3,1,1,2,2,5,1,4,1,1,6,1,7,0,1,6.83,182,0,1,0.5,0,0.208333334,0,0,0,2,2,1,1,2,2,1,1,2,3,2,1,0.5,0,1,0,0,2,2,0.333333333,26.7,9
352,2,4,5,7,2,0,3,4,3,5,2,2,3,1,2,0.07,0,4,4,3,0,2,1,4,2188,2,6,0,0.5,0.276190476,0,3,3,4,1,2,0,5,0,2,2,2,80,3,2,1,1,1,1,5,2,1,2,3,1,3,3,1,4,2,2,2,2,1,1,5,1,5,5,2,3,0,0,0,0,1,0,1,2,3,0,2,3,1,3,2,2,5,1,4,1,1,5,1,7,0,2,6.37,239,0,1,0.5,0,0.138888889,0,1,1,1,2,1,1,0,2,1,1,0,1,1,0,1,2,0,0,1,0,2,0.666666667,18.3,4
355,1,4,5,6,3,3,4,5,3,6,7,4,6,2,2,0.51,0,4,4,2,1,2,2,4,1657,2,6,0,0.555555556,0.285714286,0,3,3,0,0,0,0,4,0,2,3,0,64,3,3,1,1,1,1,5,2,1,1,4,1,1,1,3,2,3,4,5,2,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,296,0,1,0,0,0.069444445,0,0,1,2,2,0,1,1,2,0,1,0,1,2,0,1,0,0,0,2,2,2,1,32,0
364,1,4,7,1,0,0,3,2,2,4,7,6,5,4,4,0.26,0,4,4,1,1,2,3,4,2003,1,6,0,0.611111111,0.295238095,0,1,3,0,1,1,0,5,0,1,0,1,76,4,1,0,0,0,1,5,1,3,2,2,3,1,2,1,4,2,2,5,2,2,1,5,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,1,3,1,5,0,0,5,1,4,1,2,6,1,7,0,2,6.41,353,0,1,0,0,0,0,0,0,2,2,0,1,0,2,1,1,0,0,1,0,1,0,1,0,1,2,2,0,8.3,9
367,1,5,6,2,0,0,3,3,2,2,7,6,1,5,4,0.01,0,4,4,2,2,3,3,4,2194,2,6,0,0.666666667,0.304761905,0,4,3,0,1,1,1,4,1,1,1,1,64,3,1,0,0,0,1,5,4,2,2,3,2,2,3,3,4,3,2,5,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,1,2,5,0,2,3,1,5,0,0,5,1,4,1,0,6,1,7,0,0,5.02,230,0,1,0,0,0,0,1,0,2,2,0,1,1,2,1,1,0,1,0,0,0,0,2,0,2,0,2,2.3,65,2
375,4,4,6,4,2,0,5,2,3,5,6,6,6,2,2,0.08,0,4,4,2,1,2,2,3,1757,2,6,0,0.722222222,0.314285714,0,3,3,0,0,0,0,4,0,2,3,2,64,3,3,3,1,2,1,5,1,1,2,4,1,1,3,2,2,2,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,230,0,1,0,0,0,0,0,0,1,2,0,1,1,2,0,1,0,0,2,0,1,0,1,0,1,2,2,0,21,4
376,1,5,7,4,2,1,4,4,3,4,7,6,6,1,2,0.0202,0,4,4,3,1,3,2,4,1883,2,6,0,0.777777778,0.323809524,0,4,3,0,2,2,0,3,0,2,0,2,240,2,1,0,0,0,1,4,2,1,2,3,2,1,3,2,4,2,3,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,1,0,230,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,17,0
384,1,5,7,4,0,0,4,4,3,4,7,4,5,5,4,0.86,0,4,4,3,1,3,2,4,1911,0,6,0,0.833333333,0.333333333,0,4,3,0,4,2,2,2,1,1,1,3,254,3,1,0,0,0,1,3,3,3,2,2,2,1,3,2,3,1,4,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,5.49,230,0,1,0,0,0,0,2,0,0,0,2,0,2,0,2,0,3,0,0,2,1,1,3,0,1,0,2,0,12.7,3
388,1,4,6,4,0,0,3,1,2,1,7,0,6,5,4,0.1,0,4,4,3,1,2,3,4,2217,0,6,0,0.888888889,0.342857143,0,2,3,0,3,2,2,3,1,1,1,3,124,3,1,0,0,0,1,3,4,3,2,2,2,1,3,3,4,2,2,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,4,1,2,5,1,4,1,0,6,1,7,0,0,6.43,780,0,1,0.333333333,0,0,0,2,1,0,0,2,0,2,0,2,1,3,0,1,2,0,2,2,0,2,0,0,1.7,39.6,5
394,4,5,7,3,1,1,4,3,3,5,6,5,5,3,2,0.3181,0,4,4,2,1,2,1,4,1853,2,6,0,0.944444444,0.352380952,0,4,2,0,1,1,0,3,0,4,2,1,80,2,2,4,2,1,1,1,4,1,1,1,1,1,3,3,2,4,2,4,1,2,2,2,1,3,5,5,1,1,0,0,1,0,0,2,1,2,0,3,3,1,4,2,3,2,1,4,1,1,6,1,7,0,0,0,401,0,1,0.5,0,0,0,1,1,1,1,0,0,1,0,1,1,1,2,2,3,1,0,2,0,2,3,2,6,72,4
39,4,5,7,1,3,0,4,5,3,4,3,3,6,3,4,0.5,0,4,4,2,1,3,3,4,1380,0,6,0,1,0.361904762,0,1,2,3,1,0,1,0,1,4,3,3,168,4,3,1,1,2,1,2,4,3,2,2,1,2,2,3,2,2,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,3,2,4,1,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,1,6.42,22,0,1,0,0.041666667,0,0,1,0,1,0,0,1,1,2,0,1,1,5,0,3,0,0,2,0,2,0,2,8.7,58,4
404,2,5,7,1,3,0,4,5,3,5,7,6,4,5,4,0.4,0,4,4,2,1,3,1,4,1916,0,5,0,0.5,0.371428571,0,2,4,0,1,0,1,0,1,1,5,0,128,4,4,2,4,1,1,2,1,1,1,2,2,2,2,1,3,4,2,3,2,2,2,5,1,3,2,2,1,1,1,1,0,0,0,5,0,0,1,3,3,1,5,0,0,5,2,4,1,0,6,1,7,0,1,6.35,245,1,1,0,0.083333333,0,0,2,0,0,0,2,0,2,0,2,0,2,4,2,1,1,0,1,0,1,4,2,0,2,4
405,1,5,6,7,2,1,3,4,2,5,5,6,3,3,3,0.1345,0,4,4,1,1,3,2,4,2009,0,6,0,0,0.380952381,0,4,4,3,1,1,1,2,0,2,3,2,76,4,4,2,2,2,1,2,1,2,2,2,2,3,2,2,3,3,2,2,2,3,3,5,1,5,3,2,3,1,0,1,0,1,0,2,1,2,0,1,3,1,5,0,0,5,1,4,1,1,1,1,7,0,1,5.3,222,0,1,0,0.125,0,0,1,0,1,1,1,1,1,2,1,1,2,4,1,1,1,0,1,0,1,2,2,0,9,2
406,3,4,7,1,3,0,4,1,2,5,7,5,2,5,4,0.1,0,4,4,2,1,2,3,4,2194,0,6,0,0.333333333,0.39047619,0,4,4,3,0,0,0,1,0,1,6,2,64,4,4,3,3,1,1,2,1,1,1,2,1,2,1,2,4,2,1,2,2,3,1,5,1,5,3,5,2,1,1,0,0,1,0,2,2,3,1,3,3,1,4,2,2,5,5,4,1,1,5,1,7,0,3,6.52,199,0,1,0.5,0.166666667,0,0,1,0,1,1,1,1,1,2,1,1,2,4,0,1,1,0,1,0,1,0,2,0.3,6.4,2
407,3,5,7,1,3,0,4,1,3,1,4,6,1,5,4,0.01,0,4,4,1,1,3,3,4,2224,2,6,0,0.666666667,0.4,0,4,4,0,0,0,0,0,0,1,6,0,0,4,5,2,1,2,1,2,1,1,1,1,1,1,1,3,4,2,2,2,2,2,2,2,0,3,3,4,2,0,0,0,0,0,0,1,1,0,1,3,3,1,3,2,2,4,1,4,3,1,4,1,7,0,0,6.25,182.6666667,0,0.833333333,0,0.208333333,0,0,0,0,2,2,1,0,1,0,1,1,2,3,2,1,2,0,1,0,2,2,2,0,68,11
40,4,5,7,1,3,0,4,5,3,4,4,2,6,5,4,0.6,0,4,4,2,1,3,3,3,1380,0,6,0,1,0.40952381,0,1,1,0,1,0,1,0,1,2,3,3,168,4,3,2,1,1,1,2,5,1,1,1,1,1,1,3,2,1,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,166.3333333,0,0.666666667,0,0.25,0,0,1,0,0,0,2,0,2,0,2,0,4,6,0,1,0,0,4,0,2,1,2,9.7,57.6,4
411,3,3,1,7,2,3,4,4,3,5,5,6,5,1,2,0.82,0,4,4,4,1,3,1,6,2183,2,6,0,0.857142857,0.419047619,0,2,1,3,1,0,2,0,3,2,2,1,160,2,1,0,0,0,1,1,5,1,1,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,1,5,0,0,1,1,4,1,1,6,1,7,0,1,5.57,150,0,0.5,0,0.291666666,0,0,2,1,0,0,2,0,2,0,2,0,1,5,0,3,0,0,4,0,2,1,2,6.85,94,5
412,3,5,6,2,2,1,4,3,2,5,6,6,6,2,2,0.17204,0,4,4,2,2,3,2,6,1801,0,6,0,0.714285714,0.428571429,0,2,2,0,2,0,2,0,1,3,2,2,224,4,2,4,1,1,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,133.6666667,0,0.333333333,0,0.333333333,0,0,2,1,0,0,1,0,2,0,2,1,1,5,0,3,1,3,4,0,2,1,2,4,84,4
413,1,4,6,6,0,3,4,5,3,5,1,6,6,1,2,0.29,0,4,4,2,1,2,3,6,1735,2,6,0,0.571428571,0.438095238,0,2,2,4,0,0,0,2,0,4,3,1,64,3,1,0,0,0,1,1,4,2,2,1,1,1,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,3,1,5,0,0,5,1,4,3,1,6,1,7,0,1,0,117.3333333,0,0.166666667,0,0.31372549,0,0,2,0,1,1,1,0,2,0,0,0,1,5,0,3,1,0,2,0,1,0,0,3,12,4
41,3,5,7,0,3,0,5,5,3,5,7,4,6,4,4,0.77,0,4,4,3,1,3,2,4,1337,2,6,0,0.428571429,0.447619048,0,2,2,3,1,0,1,0,1,1,4,2,192,4,4,2,1,2,1,1,5,1,2,3,1,2,1,3,4,2,2,1,2,2,2,5,1,5,5,5,1,1,0,0,1,1,0,1,2,4,0,3,3,1,5,0,0,5,1,4,1,1,5,1,4,0,1,4.45,101,0,0,0,0.294117647,0,0,1,0,2,2,1,1,1,2,0,0,1,2,0,1,0,0,4,0,2,2,2,6.7,98.3,0
423,3,5,7,1,3,0,4,4,3,5,4,6,5,5,4,0.47,0,4,4,3,1,3,2,4,1890,0,6,0,0.285714286,0.457142857,0,2,2,0,1,0,1,0,1,4,3,1,170,4,3,1,1,1,1,1,5,2,2,1,1,1,1,4,4,2,2,3,2,4,3,5,1,4,2,4,2,1,0,1,2,0,0,1,1,5,0,1,3,1,5,0,0,5,1,4,1,0,6,1,7,0,1,4.17,121.6666667,0,0,0,0.274509804,0,0,1,0,2,1,1,0,1,0,1,0,1,2,1,1,0,0,4,0,2,0,2,11.7,139.6,5
424,1,5,7,1,3,0,4,1,2,5,7,6,4,2,4,0.83,0,4,4,3,1,3,3,4,2043,0,5,0,0.142857143,0.466666667,0,4,2,0,2,1,2,2,2,3,2,3,224,1,2,2,1,2,1,3,5,1,2,1,1,1,2,4,3,3,2,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,3,3,1,5,0,0,5,1,4,1,0,6,1,7,0,1,4.41,142.3333333,0,0,0,0.254901961,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,3,0,3,4,0,0,2,2,7.3,16,3
425,1,5,6,6,2,2,4,5,3,5,4,5,5,3,4,0.111,0,4,4,1,1,3,2,4,1864,2,6,0,0,0.476190476,0,2,2,3,1,0,0,0,0,2,5,2,64,3,4,2,1,1,1,2,4,3,2,1,1,1,1,4,3,2,3,1,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,4,1,2,5,2,4,3,1,3,1,7,0,0,4.63,163,0,0,0.5,0.235294117,0,0,2,0,0,0,2,0,2,0,2,1,1,2,0,1,1,0,2,0,0,0,2,6.15,26,4
426,2,5,7,4,2,1,3,4,3,5,6,3,5,2,2,0.006,0,4,4,1,1,3,0,6,2146,2,6,0,0,0.485714286,0,4,1,0,0,0,0,0,1,5,2,1,192,4,4,4,1,1,1,1,5,1,1,1,1,1,3,3,1,2,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,146,0,0,0,0.215686274,0,0,1,0,0,0,2,0,2,0,2,0,4,6,0,3,1,0,4,0,2,0,2,5,60.15,5
427,1,1,3,7,2,1,4,5,3,5,7,4,5,1,4,0.378,1,4,4,4,1,3,3,6,2175,0,6,0,0,0.495238095,0,3,1,3,1,0,2,0,3,0,2,3,160,3,2,1,1,1,1,1,5,1,2,1,2,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,4.47,129,0,0,0,0.196078431,0,0,2,0,0,0,2,2,2,2,2,2,4,6,0,3,1,2,4,0,2,0,2,3.85,94.3,5
42,2,5,7,1,3,0,5,5,3,4,6,4,6,5,4,0.8,0,4,4,3,1,3,0,3,1363,0,6,0,0,0.504761905,0,2,1,3,1,0,2,0,2,2,3,3,192,2,3,1,1,1,0,1,5,1,2,1,1,1,1,3,2,1,4,5,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,5,0,0,5,1,4,1,0,6,1,7,0,0,3.77,112,0,0,0,0.176470588,0,0,2,0,0,0,2,0,2,0,2,0,4,7,0,1,0,0,2,0,2,0,2,2.7,45.6,5
430,1,1,6,6,3,1,4,4,3,5,6,6,4,1,4,0.9,0,4,1,1,1,3,1,6,2169,2,6,0,0,0.514285714,0,3,1,0,1,0,2,0,2,5,2,2,128,3,2,1,1,1,5,1,5,1,2,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,161,0,0.125,0,0.156862745,0,0,2,0,0,0,1,2,2,2,2,2,4,6,0,3,1,2,4,0,2,0.5,2,10.2,88,5
442,1,5,7,1,3,0,4,4,3,6,7,5,5,5,4,0.76,0,4,4,3,1,3,3,4,1973,0,6,0,0.111111111,0.523809524,0,2,1,3,0,0,1,0,2,4,2,3,128,4,2,2,1,1,1,1,5,1,1,1,1,1,1,3,3,1,4,4,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,3.7,210,0,0.25,0,0.137254902,0,0,2,0,0,0,2,0,2,0,2,0,4,6,0,3,1,0,4,0,2,1,2,17.7,109.3,5
443,1,5,7,1,3,0,4,5,3,6,7,5,3,4,4,0.36,0,4,4,3,1,3,3,4,2166,0,6,0,0.222222222,0.533333333,0,4,1,3,1,0,2,2,3,3,3,3,168,1,2,3,1,2,1,2,5,1,2,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,4.03,170,0,0.375,0,0.117647059,0,0,2,0,0,0,1,0,2,0,2,0,4,7,0,1,0,0,4,0,2,1,2,11.35,53.3,5
444,1,6,7,1,3,0,4,4,3,5,7,6,3,2,4,0.47,0,4,4,4,1,3,3,4,2079,0,6,0,0.333333333,0.542857143,0,4,1,3,1,0,1,0,2,2,3,3,192,4,3,2,1,2,1,1,5,1,1,1,1,1,1,3,2,1,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,0,130,0,0.5,0,0.098039216,0,0,2,0,0,0,2,0,2,0,2,0,4,6,0,1,1,0,4,0,2,1,2,5,69.8,5
446,1,4,5,6,3,0,3,1,2,5,7,6,3,5,4,0.3,0,0,2,3,2,3,3,4,2283,0,6,0,0.444444444,0.552380952,0,4,1,0,1,0,1,0,2,3,3,3,128,3,2,4,2,1,1,1,5,1,2,1,1,1,1,3,2,1,5,1,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,4,2,1,4,1,4,1,1,5,1,7,0,0,4.43,90,0,0.625,0,0.078431372,0,0,1,1,0,0,2,2,2,2,2,2,4,7,0,1,0,0,4,0,2,0,2,2.5,86.3,5
448,4,4,7,2,3,3,4,4,3,5,5,5,6,3,2,0.252,0,4,4,2,1,3,1,4,2147,2,6,0,0.555555556,0.561904762,0,4,4,0,0,0,0,2,0,1,5,2,64,4,4,1,3,1,1,2,1,2,1,1,1,2,3,4,2,4,2,4,2,2,2,4,1,5,3,5,1,1,0,0,2,1,0,1,2,3,0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,0,0,87.45833333,0,0.75,0.333333333,0.058823529,0,0,0,0,2,2,0,1,1,2,0,1,2,4,2,1,1,0,1,0,0,3,2,0,32.7,4
449,3,5,6,3,3,2,4,2,2,5,3,4,6,1,2,0.25,0,4,4,2,1,2,3,3,2232,2,6,0,0.666666667,0.571428571,0,3,2,4,0,0,0,1,0,3,4,1,80,3,4,4,2,1,1,2,4,2,2,1,1,1,3,3,2,3,3,4,1,1,1,5,1,3,4,5,2,0,0,0,1,0,0,2,2,2,0,3,3,1,4,2,1,5,1,4,2,1,6,1,7,0,1,0,84.91666667,0,0.875,0,0.039215686,0,0,1,1,1,1,0,0,2,0,0,1,1,2,0,3,0,0,2,0,2,2,2,0,58,4
451,4,5,7,2,2,1,4,4,3,5,6,4,5,2,2,0.279,0,4,4,1,1,3,2,2,2073,0,6,0,0.777777778,0.580952381,0,4,4,3,0,0,0,2,0,0,5,0,64,4,4,1,3,1,1,2,1,2,1,1,1,1,3,2,2,4,2,4,2,3,3,4,1,4,2,4,3,1,0,1,3,1,0,1,1,3,0,1,3,2,4,2,2,5,6,4,1,0,6,1,7,0,2,0,82.375,0,1,0.666666667,0.019607843,0,0,0,0,2,2,0,1,1,2,1,1,2,4,2,1,0,0,1,0,1,3,2,0,0,9
452,4,5,6,4,2,2,3,4,3,4,6,0,6,2,2,0.016,0,4,4,1,3,2,2,2,2062,2,6,0,0.888888889,0.59047619,0,4,4,0,0,0,0,2,0,2,5,1,64,3,4,3,4,1,2,3,1,2,1,5,1,1,3,3,2,4,1,4,1,2,2,3,1,3,3,4,1,0,0,0,2,1,0,1,2,3,0,1,3,2,5,0,0,5,1,4,3,1,6,1,7,0,2,0,79.83333333,0,1,0.333333333,0,0,0,0,1,2,2,0,1,1,2,0,1,2,3,2,1,1,0,1,0,2,3,2,0,118,4
456,4,5,6,4,3,0,3,2,2,5,1,2,2,4,1,0.03,0,4,4,2,1,3,2,4,2082,2,6,3,1,0.6,0,4,4,3,0,0,0,0,0,1,1,2,0,2,3,1,2,1,1,1,1,2,1,1,1,1,1,2,2,4,4,2,2,2,2,5,1,4,3,3,2,1,0,0,1,1,0,1,2,0,0,1,3,1,5,0,0,5,1,4,1,2,5,1,7,0,2,0,77.29166667,1,1,0.666666667,0,0,0,0,2,2,2,0,1,1,2,0,1,2,4,2,1,0.5,0,1,0,1,0,2,0,1.3,4
457,4,5,6,4,3,1,4,2,1,5,4,3,5,5,1,0.00085,0,4,4,1,2,3,2,4,1970,2,6,0,0.75,0.60952381,0,4,4,3,0,3,0,0,0,2,4,0,20,4,4,1,2,1,1,1,1,1,2,4,1,2,3,2,3,4,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,3,3,5,0,0,3,6,4,2,0,6,1,7,0,2,0,74.75,0.947368421,1,0,0,0,0,0,2,2,2,0,1,1,2,1,2,2,4,2,1,0,2,1,0,1,3,2,0,8.3,4
458,4,5,6,4,3,1,3,4,3,5,4,5,5,3,2,0.086,0,4,4,1,1,3,2,2,2207,0,6,0,0.5,0.619047619,0,2,3,3,6,0,0,0,1,1,0,0,40,3,1,0,0,0,1,1,4,1,1,4,1,1,3,2,2,3,5,5,1,2,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0,1,0,72.20833333,0.894736842,1,0.5,0,0,0,0,0,2,2,0,1,1,2,0,1,3,0,0,2,2,1,2,0,1,2,2,7.7,23.3,4
459,4,5,6,4,1,1,3,4,3,4,3,4,5,2,1,0.75,0,4,4,1,3,1,2,4,2202,0,6,0,0.25,0.628571429,0,4,3,2,5,0,2,0,2,0,0,0,224,3,1,0,0,0,1,3,4,3,1,3,1,1,3,3,2,3,4,5,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,3,3,2,5,0,0,4,2,4,1,0,6,1,7,0,0,0,69.66666667,0.842105263,1,0.5,0,0,0,1,2,1,1,0,0,1,1,0,1,3,1,2,2,1,1,2,0,2,2,2,6,52.3,4
45,4,5,7,1,3,0,4,5,3,5,6,3,3,4,4,0.4,0,4,4,2,1,3,3,4,1496,2,6,0,0,0.638095238,0,2,2,3,1,0,1,0,1,2,5,1,64,4,4,1,1,1,1,2,4,2,2,1,1,1,2,3,2,4,1,3,2,2,3,5,1,4,4,5,2,1,0,0,2,1,0,1,1,3,0,1,3,1,5,0,0,5,1,4,1,1,6,1,7,0,1,4.68,67.125,0.789473684,1,0,0,0,0,0,0,2,1,1,1,2,2,1,1,1,2,2,1,1,0,2,0,2,3,2,8.3,61.7,1
462,2,5,5,4,3,2,4,0,3,5,3,5,6,4,2,0.1,0,4,4,2,1,1,3,4,2065,1,6,0,0,0.647619048,0,3,3,0,3,0,0,1,0,4,0,1,232,4,1,0,0,0,5,2,3,3,2,4,3,1,2,1,2,2,4,4,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,2,3,3,4,2,3,3,1,4,1,1,6,1,7,0,0,0,64.58333333,0.736842105,1,0,0,0,0,0,1,2,2,0,1,1,2,0,2,0,0,2,3,1,2,3,0,1,0,2,0,14,9
463,3,4,5,4,0,0,3,3,3,4,3,4,3,5,4,0.2,0,4,4,2,1,3,3,6,2082,0,6,2,0,0.657142857,0,4,1,0,2,0,2,2,0,3,1,2,160,1,1,0,0,0,1,1,5,1,2,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,1,4,1,3,5,1,4,1,1,6,1,7,0,0,0,62.04166667,0.684210526,1,0.5,0,0.013888889,0,2,0,0,0,2,0,2,0,2,1,3,1,1,2.5,1.5,2,4,0,2,1,2,9.3,32.85,6.5
465,1,4,6,4,3,1,3,4,3,4,7,4,3,2,1,0.634,0,4,4,1,2,3,3,6,2032,0,6,0,0.033333333,0.666666667,0,4,3,0,3,0,4,0,0,2,0,1,224,3,1,0,0,0,1,1,5,3,2,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3,2,5,0,0,5,6,4,1,1,6,1,7,0,0,0,59.5,0.631578947,1,0,0,0.027777778,0,1,2,0,0,1,0,2,0,2,0,3,1,0,2,2,2,4,0,2,1,2,6,51.7,4
468,1,5,6,2,3,1,4,2,1,3,4,6,6,2,2,0.0356,0,4,4,2,2,3,3,6,2180,0,6,0,0.066666667,0.676190476,0,4,2,3,0,0,3,0,1,4,0,3,224,1,1,0,0,0,1,2,4,0,1,1,1,2,3,3,1,2,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,3,3,2,4,1,2,5,6,4,1,1,4,2,7,0,1,0,56.95833333,0.578947368,1,0.666666667,0,0.041666667,0,1,1,1,1,0,0,2,0,0,2,1,2,0,3,1,2,2,0,2,0,2,5,80.7,4
